Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	m_D->B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
4165	 3.16554	 1.38929	 1.50907	 6.78628	 0.06098	 2.98515	 5.24086	 0.08541	 0.08570	 0.75968	16.60586	-1348.959003	-1401700.988723	-52741.985787
4166	 3.30817	 1.29909	 1.53704	 7.10611	 0.05887	 2.97725	 5.22698	 0.08519	 0.08547	 0.75767	16.25407	-1348.901725	-1401722.884459	-52821.159125
4167	 3.54046	 1.22583	 1.43238	 7.45182	 0.06181	 2.96989	 5.21406	 0.08498	 0.08526	 0.75580	16.29432	-1348.804710	-1401725.586800	-52920.876390
4168	 3.41871	 1.16476	 1.43771	 7.60574	 0.06433	 2.98094	 5.23346	 0.08529	 0.08558	 0.75861	16.37140	-1348.789047	-1401720.593379	-52931.546417
4169	 3.32491	 1.21584	 1.48440	 7.63476	 0.06457	 2.99231	 5.19247	 0.08562	 0.08590	 0.76150	16.63100	-1348.845931	-1401748.356411	-52902.425654
4170	 3.23135	 1.21962	 1.48901	 8.01376	 0.06140	 2.92505	 5.20858	 0.08588	 0.08617	 0.76387	16.23751	-1348.729655	-1401733.812861	-53004.158334
4171	 3.17307	 1.26821	 1.49191	 7.83348	 0.06056	 2.83267	 5.04892	 0.08605	 0.08634	 0.76536	16.38000	-1348.704319	-1401687.678409	-52983.359853
4172	 3.03367	 1.21359	 1.54033	 7.76375	 0.05823	 2.82769	 5.04004	 0.08590	 0.08619	 0.76401	15.84001	-1348.481839	-1401708.209848	-53226.371187
4173	 3.06993	 1.17449	 1.59154	 7.94135	 0.06017	 2.81886	 5.02431	 0.08563	 0.08592	 0.76163	16.25644	-1348.401629	-1401706.618782	-53304.989309
4174	 2.97666	 1.13039	 1.55977	 7.70159	 0.06182	 2.97724	 5.03624	 0.08584	 0.08612	 0.76343	15.81938	-1348.646864	-1401730.248338	-53083.384116
4175	 2.99166	 1.13609	 1.61349	 7.79858	 0.06462	 2.99225	 5.06162	 0.08627	 0.08656	 0.76728	15.36033	-1348.823250	-1401697.210053	-52873.960180
4176	 2.99761	 1.07878	 1.52786	 7.53781	 0.06475	 3.07861	 5.07168	 0.08644	 0.08673	 0.76881	15.53897	-1348.993215	-1401686.485771	-52693.270940
4177	 3.11464	 1.07460	 1.52195	 7.22214	 0.06728	 3.06671	 4.92329	 0.08611	 0.08639	 0.76583	15.94433	-1348.791427	-1401663.621968	-52872.195076
4178	 3.20978	 1.13556	 1.46190	 7.60104	 0.06741	 3.07246	 4.93253	 0.08627	 0.08655	 0.76727	15.56545	-1348.797874	-1401700.291671	-52902.417838
4179	 3.12677	 1.20457	 1.54831	 7.84732	 0.06532	 3.07797	 5.02092	 0.08642	 0.08671	 0.76865	15.87518	-1348.902385	-1401740.428657	-52838.043625
4180	 3.29918	 1.25182	 1.51080	 7.65618	 0.06286	 3.00004	 5.01163	 0.08626	 0.08655	 0.76722	15.67405	-1348.694745	-1401757.740763	-53062.995609
4181	 3.12735	 1.28837	 1.51856	 8.08001	 0.06653	 2.84366	 5.00106	 0.08608	 0.08637	 0.76561	15.79515	-1348.680994	-1401801.692795	-53120.699097
4182	 2.98993	 1.29206	 1.54258	 8.51065	 0.07221	 2.77312	 5.01539	 0.08633	 0.08661	 0.79619	16.09924	-1348.687922	-1401765.734981	-53077.813308
4183	 2.97766	 1.28675	 1.53625	 8.47571	 0.07393	 2.76174	 4.99480	 0.08597	 0.08626	 0.79292	16.65713	-1348.618928	-1401716.241727	-53097.313425
4184	 3.06431	 1.34647	 1.57326	 8.50412	 0.07041	 2.77099	 5.01155	 0.08626	 0.08655	 0.79558	16.75569	-1348.698144	-1401726.642969	-53028.499040
4185	 2.94302	 1.34832	 1.53522	 8.15630	 0.07404	 2.91824	 4.96920	 0.08638	 0.08667	 0.79668	17.01159	-1348.535604	-1401701.031770	-53165.427937
4186	 3.00470	 1.40853	 1.46690	 7.84855	 0.06956	 2.90873	 5.14299	 0.08610	 0.08638	 0.79408	16.74958	-1348.660945	-1401715.032720	-53054.088185
4187	 3.08330	 1.40230	 1.39389	 7.68303	 0.06659	 2.98164	 5.01558	 0.08572	 0.08600	 0.79057	16.63828	-1348.791453	-1401725.902385	-52934.448984
4188	 2.98613	 1.33780	 1.43146	 7.42489	 0.06396	 2.98941	 5.02864	 0.08594	 0.08623	 0.79263	17.04331	-1348.693312	-1401680.488356	-52987.176812
4189	 3.11947	 1.29566	 1.46506	 7.15957	 0.06153	 2.98327	 5.17949	 0.08576	 0.08605	 0.79100	16.95430	-1348.771350	-1401677.509435	-52906.159676
4190	 2.96973	 1.25464	 1.39453	 7.48722	 0.05964	 2.96959	 5.15574	 0.08537	 0.08566	 0.78738	17.30623	-1348.753397	-1401701.265901	-52947.869071
4191	 3.14154	 1.25922	 1.41937	 7.18458	 0.06117	 3.07935	 5.06131	 0.08568	 0.08597	 0.79025	17.51299	-1348.748305	-1401728.725546	-52980.420304
4192	 3.13525	 1.29752	 1.37840	 7.09380	 0.06173	 2.95366	 5.05117	 0.08551	 0.08580	 0.78867	17.26855	-1348.695884	-1401743.091843	-53047.208207
4193	 3.02863	 1.23962	 1.31441	 7.07162	 0.06478	 2.94053	 5.03538	 0.08524	 0.08553	 0.78620	16.96952	-1348.676930	-1401715.691469	-53038.761377
4194	 3.17167	 1.27444	 1.36882	 7.26958	 0.06270	 2.95146	 5.05410	 0.08556	 0.08585	 0.78912	16.60510	-1348.656249	-1401762.820814	-53106.571726
4195	 3.07570	 1.30860	 1.31476	 7.15997	 0.06528	 2.96488	 5.07707	 0.08595	 0.08624	 0.79271	16.47713	-1348.643467	-1401696.089021	-53052.621865
4196	 2.91274	 1.26284	 1.25968	 7.53724	 0.06155	 2.95737	 5.06421	 0.08573	 0.08602	 0.79070	16.92360	-1348.708025	-1401744.156705	-53036.131574
4197	 2.90228	 1.25830	 1.32401	 7.24029	 0.06310	 2.94675	 5.14001	 0.08542	 0.08571	 0.76836	17.30149	-1348.619672	-1401744.595768	-53124.923370
4198	 2.77747	 1.19277	 1.24987	 7.22995	 0.05935	 2.94254	 5.13267	 0.08530	 0.08559	 0.77938	17.58026	-1348.710436	-1401750.037666	-53039.602109
4199	 2.69141	 1.19178	 1.27885	 7.22398	 0.05734	 2.94011	 5.12843	 0.08523	 0.08552	 0.76901	17.20186	-1348.715673	-1401755.211545	-53039.538968
4200	 2.78834	 1.22381	 1.31634	 6.98457	 0.05420	 2.82776	 5.11163	 0.08495	 0.08524	 0.76649	17.87640	-1348.573467	-1401751.877053	-53178.409987
4201	 2.79177	 1.25282	 1.35840	 7.28154	 0.05427	 2.96480	 5.11792	 0.08506	 0.08534	 0.80094	17.46480	-1348.839365	-1401705.333991	-52865.969090
4202	 2.79888	 1.29759	 1.35354	 7.25547	 0.05408	 2.88979	 5.09960	 0.08475	 0.08503	 0.81927	17.28375	-1348.813480	-1401710.567737	-52897.088073
4203	 2.68004	 1.36247	 1.40856	 7.12052	 0.05407	 2.80766	 5.27926	 0.08474	 0.08502	 0.81911	17.59917	-1348.611532	-1401724.797572	-53113.265422
4204	 2.55775	 1.39903	 1.46968	 7.09502	 0.05693	 2.79761	 5.26035	 0.08443	 0.08471	 0.81617	17.35585	-1348.660775	-1401750.631454	-53089.856856
4205	 2.48372	 1.45273	 1.44355	 7.46271	 0.05703	 2.80279	 5.27009	 0.08459	 0.08487	 0.81768	17.75368	-1348.529554	-1401766.160620	-53236.606922
4206	 2.48062	 1.38145	 1.52277	 7.66767	 0.05411	 2.79930	 4.98066	 0.08448	 0.08476	 0.78375	17.46743	-1348.352199	-1401768.840049	-53416.641218
4207	 2.41940	 1.38586	 1.52763	 7.30071	 0.05261	 2.80823	 4.99655	 0.08475	 0.08503	 0.78625	17.98756	-1348.534727	-1401785.479749	-53250.752391
4208	 2.41900	 1.35438	 1.54336	 7.27868	 0.05160	 2.79975	 4.98147	 0.08450	 0.08478	 0.78388	18.29290	-1348.387438	-1401767.702467	-53380.263984
4209	 2.31187	 1.35011	 1.53850	 7.25574	 0.05373	 2.79093	 4.72944	 0.08423	 0.08451	 0.78141	18.07306	-1348.431686	-1401748.197463	-53316.511655
4210	 2.23908	 1.34622	 1.53407	 7.43863	 0.05454	 2.73303	 4.71582	 0.08399	 0.08427	 0.77916	17.91282	-1348.226795	-1401749.211295	-53522.416229
4211	 2.27959	 1.29300	 1.52969	 7.24562	 0.05438	 2.72523	 4.70236	 0.08375	 0.08403	 0.77693	18.18842	-1348.109873	-1401755.914159	-53646.041068
4212	 2.16548	 1.33734	 1.45370	 7.49921	 0.05482	 2.71540	 4.68540	 0.08345	 0.08372	 0.75498	18.30533	-1348.003861	-1401753.776179	-53749.915651
4213	 2.13293	 1.41653	 1.51254	 7.72786	 0.05292	 2.72207	 4.69691	 0.08365	 0.08393	 0.75684	17.71894	-1348.144732	-1401772.793147	-53628.060803
4214	 2.25150	 1.48362	 1.50737	 7.29501	 0.05514	 2.77341	 4.68084	 0.08336	 0.08364	 0.75425	17.55412	-1348.088052	-1401729.150856	-53641.099030
4215	 2.34025	 1.41917	 1.44749	 7.41291	 0.05299	 2.66636	 4.51863	 0.08315	 0.08343	 0.75232	18.30837	-1348.011223	-1401676.558749	-53665.335867
4216	 2.23560	 1.51812	 1.49790	 7.71538	 0.05145	 2.51817	 4.51863	 0.08315	 0.08343	 0.75232	18.49150	-1347.885971	-1401678.702902	-53792.732366
4217	 2.29142	 1.56267	 1.55108	 8.19131	 0.05129	 2.51008	 4.50412	 0.08288	 0.08316	 0.74991	18.14235	-1347.848961	-1401716.132593	-53867.171634
4218	 2.41307	 1.63301	 1.52383	 7.98306	 0.05194	 2.50506	 4.49511	 0.08272	 0.08299	 0.74841	17.80053	-1347.862600	-1401685.144839	-53822.544469
4219	 2.40342	 1.69902	 1.58455	 8.29007	 0.05359	 2.58302	 4.76163	 0.08239	 0.08266	 0.74541	17.79635	-1347.978389	-1401704.461409	-53726.072776
4220	 2.35470	 1.74906	 1.53643	 8.17376	 0.05155	 2.61266	 4.77612	 0.08264	 0.08291	 0.74768	17.93260	-1348.194821	-1401720.801465	-53525.980027
4221	 2.45600	 1.66066	 1.45283	 8.14748	 0.04983	 2.60426	 4.76077	 0.08237	 0.08265	 0.74528	18.29022	-1348.287958	-1401745.534868	-53457.576847
4222	 2.45065	 1.59292	 1.40246	 8.52472	 0.04869	 2.59859	 4.97092	 0.08219	 0.08247	 0.74366	18.79853	-1348.147608	-1401692.197167	-53544.588787
4223	 2.48242	 1.52051	 1.47183	 8.99311	 0.04864	 2.48037	 4.88471	 0.08211	 0.08238	 0.72625	18.43151	-1347.941652	-1401758.050884	-53816.398935
4224	 2.33219	 1.55116	 1.42689	 9.02897	 0.04702	 2.49026	 4.90418	 0.08244	 0.08271	 0.72915	18.61399	-1348.058898	-1401765.508657	-53706.610294
4225	 2.33731	 1.61240	 1.35202	 9.04882	 0.04881	 2.49573	 5.16327	 0.08262	 0.08289	 0.73075	18.36099	-1348.113120	-1401786.778182	-53673.658056
4226	 2.31327	 1.68957	 1.41676	 8.92592	 0.04650	 2.50330	 5.40215	 0.08287	 0.08315	 0.73297	18.59776	-1348.309303	-1401769.781939	-53460.478622
4227	 2.22579	 1.61135	 1.34263	 8.89259	 0.04530	 2.45619	 5.38198	 0.08256	 0.08284	 0.75547	19.03640	-1348.408671	-1401748.502567	-53339.831549
4228	 2.31943	 1.66190	 1.27667	 8.86834	 0.04639	 2.44949	 5.36730	 0.08234	 0.08261	 0.75341	19.52670	-1348.186139	-1401734.762075	-53548.622986
4229	 2.23056	 1.66273	 1.27731	 8.38895	 0.04403	 2.48385	 5.21044	 0.08238	 0.08265	 0.75379	19.51690	-1348.239926	-1401700.678527	-53460.752302
4230	 2.14138	 1.56883	 1.27190	 8.15265	 0.04206	 2.47333	 5.18836	 0.08203	 0.08230	 0.75059	19.87983	-1348.049078	-1401672.103389	-53623.025876
4231	 2.08187	 1.61758	 1.18806	 8.18468	 0.04107	 2.61997	 5.34300	 0.08235	 0.08262	 0.75354	19.94061	-1348.142420	-1401740.280695	-53597.860767
4232	 2.04202	 1.62320	 1.21708	 8.21309	 0.04257	 2.62906	 5.36154	 0.08264	 0.08291	 0.75615	20.09621	-1348.229098	-1401730.734261	-53501.636666
4233	 2.13379	 1.56421	 1.27269	 8.38414	 0.04136	 2.55903	 5.34428	 0.08237	 0.08264	 0.73942	20.58747	-1348.138075	-1401693.504619	-53555.429930
4234	 2.05628	 1.62087	 1.26956	 8.11334	 0.04126	 2.55274	 5.15289	 0.08217	 0.08244	 0.73760	20.06405	-1348.361841	-1401748.624389	-53386.782955
4235	 2.17558	 1.55748	 1.30969	 8.03249	 0.04016	 2.56227	 5.17213	 0.08247	 0.08275	 0.74036	20.41336	-1348.166592	-1401730.312389	-53563.720874
4236	 2.17063	 1.48507	 1.35670	 8.08865	 0.03864	 2.55643	 5.16034	 0.08229	 0.08256	 0.73867	20.86522	-1348.113959	-1401748.847997	-53634.889339
4237	 2.13132	 1.48061	 1.35262	 7.71941	 0.03717	 2.54875	 5.14483	 0.08204	 0.08231	 0.73645	21.32341	-1348.069302	-1401733.299757	-53663.997589
4238	 2.05170	 1.45139	 1.31296	 7.70184	 0.03623	 2.60480	 5.13312	 0.08185	 0.08212	 0.73477	20.67858	-1348.105888	-1401727.968593	-53622.081016
4239	 2.04426	 1.50539	 1.27265	 7.94847	 0.03806	 2.50946	 5.18040	 0.08156	 0.08183	 0.73211	21.02670	-1348.045276	-1401724.230436	-53678.954206
4240	 2.12559	 1.55019	 1.34110	 7.58275	 0.03671	 2.51357	 5.18889	 0.08169	 0.08196	 0.73331	21.57043	-1348.152136	-1401767.190056	-53615.053724
4241	 2.19520	 1.49845	 1.30086	 7.25842	 0.03808	 2.51357	 5.18889	 0.08169	 0.08196	 0.73331	21.74880	-1348.058579	-1401696.245192	-53637.666275
4242	 2.14066	 1.50491	 1.33664	 7.28972	 0.03993	 2.52441	 5.21126	 0.08204	 0.08231	 0.73647	21.07475	-1348.272447	-1401668.198204	-53395.751269
4243	 2.05538	 1.41683	 1.38615	 7.54119	 0.03776	 2.52969	 5.24945	 0.08221	 0.08249	 0.73801	21.41546	-1348.201520	-1401672.506942	-53470.986759
4244	 2.12887	 1.38943	 1.32382	 7.34940	 0.03912	 2.53681	 5.26422	 0.08244	 0.08272	 0.74009	21.91430	-1348.109053	-1401676.158477	-53567.105813
4245	 2.03267	 1.42273	 1.32569	 7.35981	 0.03770	 2.54040	 5.27168	 0.08256	 0.08284	 0.73919	22.07509	-1347.960856	-1401667.175999	-53706.319682
4246	 2.12256	 1.49737	 1.41754	 7.38672	 0.03889	 2.60214	 5.29095	 0.08286	 0.08314	 0.74189	22.31022	-1348.025592	-1401674.358609	-53648.766184
4247	 2.04700	 1.47977	 1.45540	 7.76977	 0.04042	 2.59417	 5.44821	 0.08261	 0.08288	 0.73961	22.99096	-1348.202960	-1401695.069816	-53492.109615
4248	 1.94588	 1.47461	 1.45033	 7.74270	 0.03856	 2.58513	 5.42923	 0.08232	 0.08260	 0.73704	23.58989	-1348.354386	-1401782.982070	-53428.595938
4249	 1.86487	 1.47064	 1.44642	 8.05876	 0.04046	 2.57816	 5.41459	 0.08210	 0.08237	 0.73505	24.32999	-1348.351029	-1401740.523476	-53389.494961
4250	 1.87798	 1.50114	 1.44279	 7.69025	 0.04036	 2.57169	 5.40101	 0.08189	 0.08217	 0.73321	25.02098	-1348.198571	-1401701.031742	-53502.460515
4251	 1.77765	 1.50504	 1.52282	 7.98012	 0.04245	 2.66059	 5.41505	 0.08211	 0.08238	 0.74567	24.62377	-1348.437078	-1401678.745659	-53241.667836
4252	 1.83910	 1.45116	 1.45118	 8.20081	 0.04422	 2.57883	 5.40567	 0.08196	 0.08224	 0.74438	25.30890	-1348.458416	-1401755.047896	-53296.631748
4253	 1.91342	 1.52144	 1.51792	 8.65981	 0.04524	 2.56642	 5.23221	 0.08193	 0.08220	 0.71889	25.63183	-1348.175664	-1401723.224338	-53547.559863
4254	 1.85847	 1.59471	 1.47603	 9.24428	 0.04250	 2.57784	 5.41325	 0.08229	 0.08257	 0.72209	26.01883	-1348.348832	-1401743.208439	-53394.376512
4255	 1.92244	 1.63533	 1.41277	 9.04196	 0.04098	 2.51345	 5.42600	 0.08249	 0.08276	 0.72379	25.62448	-1348.308143	-1401719.396995	-53411.254454
4256	 1.92878	 1.57390	 1.36810	 9.37701	 0.03982	 2.40307	 5.44390	 0.08276	 0.08303	 0.72618	25.69087	-1348.303028	-1401788.946932	-53485.918432
4257	 1.98401	 1.67553	 1.42687	 9.71451	 0.03808	 2.49629	 5.59156	 0.08260	 0.08288	 0.74736	25.30679	-1348.423509	-1401730.214532	-53306.705557
4258	 2.04922	 1.72417	 1.47799	 9.73403	 0.03714	 2.50131	 5.60279	 0.08277	 0.08304	 0.74886	24.84292	-1348.459105	-1401758.102004	-53298.997123
4259	 1.97370	 1.64102	 1.38452	 9.92659	 0.03869	 2.49163	 5.58111	 0.08245	 0.08272	 0.74597	25.11932	-1348.314605	-1401689.323710	-53374.718361
4260	 1.98352	 1.60388	 1.35336	 9.48686	 0.04022	 2.50402	 5.58282	 0.08286	 0.08313	 0.74968	25.55310	-1348.225301	-1401658.364449	-53433.063166
4261	 1.94112	 1.63078	 1.38722	 9.27784	 0.03814	 2.49651	 5.56607	 0.08261	 0.08288	 0.74743	25.22614	-1348.295732	-1401707.081052	-53411.349010
4262	 1.86964	 1.68368	 1.35375	 8.71354	 0.03634	 2.49130	 5.44451	 0.08244	 0.08271	 0.72863	24.97444	-1348.103085	-1401707.610963	-53604.526334
4263	 1.93540	 1.63207	 1.30686	 9.11845	 0.03812	 2.49773	 5.27741	 0.08265	 0.08292	 0.71375	25.49800	-1348.042076	-1401659.657481	-53617.581859
4264	 2.01154	 1.68383	 1.34235	 8.87378	 0.03964	 2.49180	 5.26487	 0.08245	 0.08273	 0.71626	25.03348	-1348.249675	-1401725.019931	-53475.344844
4265	 2.13511	 1.74458	 1.34470	 9.26175	 0.03971	 2.49616	 5.02937	 0.08260	 0.08287	 0.71752	25.82359	-1348.183098	-1401732.469230	-53549.371674
4266	 2.20144	 1.81275	 1.36310	 9.23645	 0.04152	 2.48934	 5.10146	 0.08237	 0.08265	 0.71556	25.89433	-1348.029631	-1401688.573767	-53658.943188
4267	 2.20864	 1.87120	 1.32145	 8.87291	 0.04334	 2.49749	 5.11815	 0.08264	 0.08292	 0.71790	25.23831	-1348.078826	-1401620.733986	-53541.908107
4268	 2.21512	 1.87668	 1.32533	 8.61766	 0.04125	 2.58442	 5.13315	 0.08288	 0.08316	 0.72000	25.55416	-1348.322875	-1401687.131893	-53364.256731
4269	 2.15776	 1.95262	 1.35956	 8.60049	 0.03911	 2.57927	 5.12293	 0.08272	 0.08299	 0.70420	24.98477	-1348.044431	-1401663.749691	-53619.318329
4270	 2.26082	 1.94596	 1.40647	 8.94525	 0.04044	 2.57047	 5.10546	 0.08244	 0.08271	 0.70180	25.01479	-1348.235953	-1401753.005497	-53517.052753
4271	 2.19271	 2.03795	 1.38775	 9.41877	 0.03915	 2.58229	 5.12893	 0.08282	 0.08309	 0.70502	24.52844	-1347.963365	-1401754.697728	-53791.332740
4272	 2.31726	 1.96255	 1.32062	 9.11826	 0.04108	 2.57613	 4.95845	 0.08262	 0.08289	 0.70334	25.04735	-1348.198337	-1401765.322954	-53566.986271
4273	 2.40109	 2.04247	 1.40383	 8.83001	 0.04099	 2.57075	 4.94811	 0.08245	 0.08272	 0.70187	25.69032	-1348.096014	-1401740.973330	-53644.959534
4274	 2.31901	 2.05118	 1.46643	 8.98102	 0.04014	 2.58172	 4.96922	 0.08280	 0.08307	 0.70487	26.04533	-1348.192597	-1401741.293950	-53548.697090
4275	 2.43367	 1.94034	 1.55375	 8.95157	 0.04114	 2.50922	 4.95292	 0.08253	 0.08280	 0.70256	26.27747	-1347.991590	-1401728.540143	-53736.950218
4276	 2.54449	 1.86772	 1.55375	 9.29730	 0.03848	 2.50922	 4.95292	 0.08253	 0.08280	 0.70256	25.69389	-1348.021793	-1401732.464139	-53710.670904
4277	 2.54756	 1.86997	 1.55562	 9.04088	 0.03597	 2.47791	 4.95889	 0.08263	 0.08290	 0.70340	25.66295	-1348.078786	-1401705.319487	-53626.533803
4278	 2.64692	 1.95527	 1.63601	 8.71591	 0.03532	 2.54746	 5.00233	 0.08274	 0.08301	 0.70438	26.14585	-1348.079047	-1401690.638278	-53611.591305
4279	 2.57212	 2.02037	 1.70077	 8.80120	 0.03616	 2.59082	 5.00902	 0.08285	 0.08313	 0.70532	25.78317	-1348.040639	-1401670.876982	-53630.238184
4280	 2.45634	 1.94578	 1.76898	 8.77324	 0.03408	 2.58259	 4.99311	 0.08259	 0.08286	 0.70308	26.22243	-1348.253534	-1401704.796682	-53451.262818
4281	 2.53778	 2.01977	 1.71808	 8.39750	 0.03324	 2.59476	 5.15291	 0.08298	 0.08325	 0.70639	26.42990	-1348.221963	-1401708.397163	-53486.433848
4282	 2.54433	 1.96597	 1.81071	 8.97437	 0.03332	 2.60146	 5.16622	 0.08319	 0.08347	 0.70821	26.77504	-1348.239515	-1401698.586398	-53459.071723
4283	 2.44757	 1.87772	 1.80829	 8.96238	 0.03164	 2.59798	 5.15932	 0.08308	 0.08336	 0.70727	27.23047	-1348.279913	-1401686.989074	-53407.076520
4284	 2.31385	 1.80727	 1.89271	 9.44170	 0.03228	 2.60431	 5.17188	 0.08328	 0.08356	 0.70899	27.94661	-1348.178719	-1401727.474989	-53548.756005
4285	 2.44024	 1.86298	 1.93754	 9.41507	 0.03419	 2.59696	 5.15729	 0.08305	 0.08332	 0.69496	28.37519	-1348.370009	-1401720.726953	-53350.717715
4286	 2.54433	 1.97610	 1.84742	 9.62716	 0.03383	 2.58752	 5.13853	 0.08274	 0.08302	 0.69244	28.47879	-1348.389676	-1401736.882999	-53347.207020
4287	 2.45720	 2.04800	 1.76920	 9.13025	 0.03507	 2.58111	 5.12580	 0.08254	 0.08281	 0.70110	28.19195	-1348.263863	-1401721.600528	-53457.737759
4288	 2.36531	 2.16062	 1.69945	 9.37567	 0.03624	 2.59149	 5.14642	 0.08287	 0.08315	 0.70392	28.62245	-1348.274263	-1401725.112157	-53450.849312
4289	 2.35691	 2.10708	 1.65418	 9.67084	 0.03721	 2.51342	 5.17951	 0.08258	 0.08285	 0.70142	28.22044	-1348.323395	-1401731.445596	-53408.050328
4290	 2.30184	 2.17241	 1.66011	10.13972	 0.03734	 2.43361	 5.19807	 0.08287	 0.08315	 0.70394	28.56812	-1348.211002	-1401780.289520	-53569.287852
4291	 2.23872	 2.08048	 1.72405	 9.73777	 0.03653	 2.43011	 5.02819	 0.08275	 0.08303	 0.70292	29.05400	-1348.085663	-1401751.242413	-53665.578915
4292	 2.32170	 1.98940	 1.80880	 9.76135	 0.03810	 2.43600	 5.04037	 0.08295	 0.08323	 0.70463	29.40894	-1347.915415	-1401720.901262	-53805.486312
4293	 2.27282	 2.06266	 1.87692	 9.45610	 0.03670	 2.44693	 4.95623	 0.08333	 0.08360	 0.69203	28.61216	-1347.800204	-1401715.813840	-53915.609454
4294	 2.19072	 1.95397	 1.99196	 9.25825	 0.03793	 2.48037	 4.95011	 0.08322	 0.08350	 0.69117	28.07375	-1347.881596	-1401686.372764	-53804.776570
4295	 2.28325	 1.95772	 1.90847	 9.73545	 0.03960	 2.48513	 4.95961	 0.08338	 0.08366	 0.69250	28.51937	-1348.046096	-1401736.030987	-53689.935074
4296	 2.19543	 2.03173	 1.99897	 9.78059	 0.03853	 2.49665	 4.98261	 0.08377	 0.08405	 0.69571	29.25181	-1347.996102	-1401725.860760	-53729.758641
4297	 2.09544	 2.11975	 2.03557	 9.54509	 0.03939	 2.44905	 4.99275	 0.08394	 0.08422	 0.69713	28.69687	-1348.026806	-1401703.090819	-53676.285283
4298	 2.21090	 2.11511	 2.09584	 9.52415	 0.03848	 2.44368	 4.98180	 0.08376	 0.08403	 0.69560	29.76642	-1348.013937	-1401707.198997	-53693.262031
4299	 2.12535	 2.21661	 1.97972	 8.88152	 0.04017	 2.44021	 4.97472	 0.08364	 0.08392	 0.69461	30.40132	-1348.092530	-1401721.738047	-53629.208267
4300	 2.23826	 2.22188	 1.98442	 9.34682	 0.04154	 2.44600	 4.98655	 0.08384	 0.08411	 0.69626	29.40996	-1348.027801	-1401725.062138	-53697.260945
4301	 2.33134	 2.31027	 1.93599	 8.94929	 0.03972	 2.45713	 5.10971	 0.08422	 0.08450	 0.69943	28.92535	-1348.213676	-1401697.175051	-53483.499379
4302	 2.20790	 2.20021	 1.81728	 8.91512	 0.03792	 2.44775	 5.09020	 0.08390	 0.08417	 0.69676	29.48043	-1348.267683	-1401718.882244	-53451.199671
4303	 2.29908	 2.10023	 1.74400	 8.63544	 0.03658	 2.45479	 5.10485	 0.08414	 0.08442	 0.69876	28.76189	-1348.089479	-1401773.788498	-53684.309201
4304	 2.39545	 2.09326	 1.78342	 8.60681	 0.03646	 2.44665	 5.08792	 0.08386	 0.08414	 0.69645	28.29864	-1348.281330	-1401794.711989	-53513.381611
4305	 2.52636	 2.16044	 1.65483	 8.56423	 0.03819	 2.50558	 5.06275	 0.08344	 0.08372	 0.69300	28.08989	-1348.116047	-1401758.562911	-53642.515823
4306	 2.52048	 2.15541	 1.57498	 8.17324	 0.03601	 2.49975	 5.05097	 0.08325	 0.08353	 0.69139	28.79701	-1348.196250	-1401740.062785	-53543.812997
4307	 2.64773	 2.28342	 1.57908	 7.97999	 0.03475	 2.50627	 5.06414	 0.08347	 0.08374	 0.66300	28.04655	-1347.971833	-1401747.093235	-53775.260349
4308	 2.74072	 2.18558	 1.58418	 7.71076	 0.03343	 2.51436	 5.08048	 0.08374	 0.08401	 0.66514	27.74915	-1348.267673	-1401756.935522	-53489.262203
4309	 2.63499	 2.31602	 1.57870	 7.68412	 0.03455	 2.50567	 5.06293	 0.08345	 0.08372	 0.66284	28.49913	-1348.067449	-1401717.419150	-53649.969798
4310	 2.52919	 2.28904	 1.59919	 8.04795	 0.03365	 2.50567	 5.06293	 0.08345	 0.08372	 0.66284	28.76129	-1348.129666	-1401715.614064	-53585.948431
4311	 2.47234	 2.39003	 1.53071	 8.47878	 0.03545	 2.51216	 5.07603	 0.08366	 0.08394	 0.66455	27.94010	-1347.936104	-1401652.264742	-53716.160982
4312	 2.47838	 2.53594	 1.53446	 8.49952	 0.03671	 2.59956	 5.08845	 0.08387	 0.08415	 0.66618	27.59311	-1348.350917	-1401729.511679	-53378.594869
4313	 2.57505	 2.46224	 1.46975	 8.17812	 0.03797	 2.59956	 5.08845	 0.08387	 0.08415	 0.66618	27.07926	-1348.224300	-1401705.912672	-53481.613163
4314	 2.46082	 2.43118	 1.52606	 7.69420	 0.03848	 2.57282	 4.99121	 0.08428	 0.08456	 0.66944	26.29017	-1348.099021	-1401648.016872	-53548.995797
4315	 2.33705	 2.53310	 1.60686	 7.97719	 0.03833	 2.56259	 4.97137	 0.08394	 0.08422	 0.66678	26.01961	-1348.218161	-1401686.483746	-53468.322290
4316	 2.31338	 2.62711	 1.65499	 8.37787	 0.04025	 2.63685	 5.14758	 0.08376	 0.08404	 0.66532	26.80342	-1348.274674	-1401664.783839	-53390.109793
4317	 2.32021	 2.55107	 1.65988	 8.40262	 0.04037	 2.64464	 5.16278	 0.08401	 0.08429	 0.66729	26.38808	-1348.435837	-1401728.933125	-53293.096519
