Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	m_D->B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
1890	 1.02536	 1.93739	 1.87843	 7.36645	 2.01009	 2.12850	 5.53116	 0.06963	 0.11141	 0.65502	26.44078	-1348.054366	-1401723.948121	-53669.581895
1891	 1.06995	 1.89014	 1.82578	 6.92598	 1.93994	 2.13364	 5.54453	 0.06980	 0.11167	 0.65661	27.06808	-1348.239181	-1401716.376870	-53477.196341
1892	 0.99945	 1.96867	 1.81973	 7.14607	 2.00428	 2.12657	 5.52616	 0.06957	 0.11130	 0.65443	26.73141	-1348.138943	-1401713.083002	-53574.140471
1893	 0.97190	 2.01042	 1.73960	 6.83447	 2.04459	 2.11925	 5.50714	 0.06933	 0.11092	 0.65218	26.22950	-1348.139477	-1401722.429691	-53582.952784
1894	 1.00271	 2.00605	 1.80869	 6.55700	 2.10855	 2.11465	 5.49518	 0.06918	 0.10597	 0.65076	26.81207	-1347.975392	-1401674.186525	-53698.794355
1895	 0.94546	 1.99828	 1.80168	 6.24537	 2.10038	 2.19482	 5.32485	 0.06891	 0.10556	 0.64824	26.56328	-1347.997588	-1401669.886228	-53672.298694
1896	 0.90679	 1.89147	 1.83537	 5.87762	 2.04249	 2.18776	 5.30771	 0.05878	 0.09671	 0.64615	27.38057	-1347.954931	-1401694.067748	-53739.136817
1897	 0.86691	 1.95157	 1.80672	 5.86149	 1.93059	 2.18175	 5.29315	 0.05862	 0.09645	 0.64438	26.87713	-1347.966957	-1401647.159969	-53680.202513
1898	 0.91499	 1.85696	 1.72209	 5.87803	 2.00232	 2.18791	 5.30809	 0.05879	 0.09672	 0.63665	26.38394	-1347.969485	-1401722.667913	-53753.183026
1899	 0.90219	 1.95692	 1.77671	 6.13318	 1.91960	 2.19627	 5.32836	 0.05901	 0.09709	 0.63908	26.62759	-1347.859349	-1401660.833940	-53801.485362
1900	 0.90338	 1.90165	 1.70553	 6.48155	 1.98252	 2.19916	 5.33537	 0.05909	 0.09722	 0.63992	27.41686	-1347.873212	-1401652.761491	-53779.549686
1901	 0.86008	 1.98747	 1.62994	 6.21238	 2.05669	 2.16654	 5.32825	 0.05901	 0.09709	 0.63906	27.25606	-1347.882012	-1401678.431539	-53796.419781
1902	 0.86127	 1.93391	 1.63221	 6.50932	 2.14349	 2.13229	 5.33566	 0.05909	 0.09722	 0.63995	26.30010	-1347.980551	-1401733.365900	-53752.814979
1903	 0.89098	 1.84029	 1.65899	 6.33265	 2.05128	 2.12507	 5.31760	 0.05889	 0.09689	 0.63779	25.93333	-1347.893435	-1401662.999457	-53769.564523
1904	 0.95047	 1.90473	 1.67919	 6.13831	 1.92406	 2.11997	 5.33926	 0.05875	 0.09666	 0.63626	26.60592	-1347.792695	-1401627.579939	-53834.885040
1905	 0.93271	 1.84765	 1.62127	 6.15299	 1.84318	 2.12504	 5.35202	 0.05889	 0.09689	 0.63778	26.80105	-1347.987845	-1401677.122448	-53689.277892
1906	 0.93375	 1.76936	 1.57273	 5.91938	 1.78679	 2.17017	 5.65673	 0.05896	 0.09700	 0.65394	27.34900	-1348.187735	-1401659.452452	-53471.717913
1907	 0.90587	 1.83268	 1.63987	 6.11802	 1.84402	 2.16386	 5.64028	 0.05234	 0.09672	 0.65204	26.58238	-1348.059361	-1401667.618408	-53608.257433
1908	 0.89689	 1.78425	 1.63987	 6.27251	 1.84402	 2.16386	 5.42163	 0.05234	 0.09672	 0.65204	26.78429	-1347.888374	-1401684.345363	-53795.971477
1909	 0.85822	 1.69579	 1.67641	 6.63087	 1.91910	 2.15489	 5.19661	 0.05212	 0.08857	 0.64934	26.28956	-1347.819559	-1401646.888385	-53827.329574
1910	 0.88958	 1.77548	 1.76819	 7.02642	 1.92632	 2.16300	 5.21617	 0.05232	 0.09693	 0.65178	25.84960	-1347.877061	-1401692.413160	-53815.352085
1911	 0.91316	 1.67177	 1.83516	 6.98673	 1.91544	 2.15078	 5.18670	 0.05741	 0.09638	 0.64810	26.71575	-1347.756137	-1401703.863587	-53947.726253
1912	 0.95542	 1.56969	 1.89215	 7.31369	 1.92032	 2.15626	 5.19990	 0.05755	 0.09663	 0.64975	27.54933	-1347.937331	-1401716.727579	-53779.396762
1913	 0.96887	 1.63632	 1.96782	 7.09262	 1.88910	 2.19952	 5.18642	 0.05740	 0.09638	 0.64807	27.24071	-1347.854425	-1401716.007384	-53861.582170
1914	 1.02069	 1.63324	 2.05938	 7.30184	 1.98089	 2.19538	 5.17665	 0.06428	 0.09629	 0.64685	26.74697	-1347.891703	-1401676.087053	-53784.383869
1915	 1.06215	 1.56170	 1.95821	 7.31501	 1.86635	 2.18751	 5.30827	 0.06405	 0.09594	 0.64453	27.77877	-1347.948497	-1401668.374766	-53719.878250
1916	 1.11939	 1.47493	 1.88950	 6.87953	 1.94343	 2.17978	 5.14743	 0.06382	 0.09561	 0.63405	28.60663	-1347.926385	-1401751.936369	-53825.551421
1917	 1.16576	 1.47125	 1.83580	 6.86233	 1.89095	 2.17433	 5.13457	 0.06366	 0.09537	 0.63247	28.48054	-1347.885954	-1401745.631251	-53859.676842
1918	 1.17675	 1.56985	 1.86621	 6.57985	 1.95241	 2.17433	 5.13457	 0.06366	 0.09537	 0.63247	29.12658	-1347.855421	-1401703.758279	-53848.337219
1919	 1.17827	 1.53540	 1.78118	 6.92032	 1.88416	 2.21216	 4.93176	 0.06375	 0.09549	 0.63329	28.60294	-1347.883609	-1401662.160945	-53778.551732
1920	 1.18103	 1.59835	 1.83011	 7.11831	 1.79715	 2.21735	 4.94331	 0.06390	 0.09571	 0.63477	29.00542	-1347.960548	-1401717.583430	-53757.035645
1921	 1.22878	 1.56745	 1.91662	 6.94306	 1.86646	 2.22353	 5.07260	 0.06407	 0.09598	 0.63654	28.35099	-1347.923956	-1401718.590152	-53794.634233
1922	 1.16744	 1.52421	 1.99777	 6.94306	 1.80447	 2.22353	 5.07260	 0.06407	 0.09999	 0.63654	28.89773	-1347.865478	-1401697.451500	-53831.973838
1923	 1.13487	 1.45492	 1.92347	 6.94306	 1.72031	 2.25420	 5.07260	 0.06407	 0.09999	 0.63654	28.73398	-1347.966298	-1401725.681863	-53759.383670
1924	 1.13957	 1.40319	 1.85476	 7.23490	 1.79596	 2.24789	 5.05839	 0.06389	 0.09971	 0.63476	28.30788	-1347.972279	-1401694.461612	-53722.182709
1925	 1.09365	 1.44472	 1.76630	 6.91241	 1.83145	 2.24569	 5.05344	 0.06383	 0.09961	 0.63414	29.27426	-1347.929179	-1401682.431034	-53753.252518
1926	 1.07191	 1.52245	 1.72653	 6.61967	 1.75639	 2.24001	 5.17056	 0.06367	 0.09936	 0.63253	28.73872	-1347.876899	-1401628.409939	-53751.511255
1927	 1.09657	 1.52736	 1.81154	 6.95939	 1.84100	 2.29341	 5.18724	 0.06388	 0.10462	 0.63457	29.28041	-1348.015906	-1401661.371594	-53645.465171
1928	 1.11018	 1.46087	 1.71050	 7.14053	 1.83697	 2.28838	 5.17587	 0.05672	 0.10439	 0.63318	29.13962	-1348.180043	-1401716.318261	-53536.274775
1929	 1.08120	 1.45487	 1.78215	 7.11121	 1.77377	 2.27898	 5.32179	 0.06404	 0.10397	 0.63058	29.83609	-1348.188649	-1401734.734112	-53546.085254
1930	 1.08381	 1.54576	 1.69548	 6.69354	 1.86082	 2.28448	 5.42031	 0.06419	 0.10128	 0.63210	29.06907	-1348.263319	-1401738.585843	-53475.266676
1931	 1.12466	 1.59139	 1.70035	 7.15468	 1.80849	 2.29104	 5.14937	 0.06438	 0.10157	 0.63392	29.59896	-1348.098452	-1401719.155042	-53620.703293
1932	 1.06806	 1.64059	 1.80471	 7.13559	 1.76945	 2.28493	 5.13563	 0.06420	 0.10130	 0.63223	29.18338	-1348.104555	-1401742.924685	-53638.369244
1933	 1.08970	 1.67892	 1.70129	 7.55733	 1.87793	 2.20378	 5.32873	 0.06402	 0.10100	 0.62194	29.67955	-1348.019832	-1401752.699464	-53732.867358
1934	 1.08775	 1.75144	 1.63887	 7.20844	 1.93651	 2.19984	 5.42118	 0.06350	 0.10082	 0.62083	30.94095	-1348.233015	-1401712.401657	-53479.386298
1935	 1.08311	 1.84683	 1.57560	 6.88958	 1.87329	 2.24087	 5.39803	 0.06323	 0.10039	 0.61818	31.68184	-1348.158931	-1401745.856493	-53586.925639
1936	 1.07577	 1.94663	 1.57954	 6.90681	 1.82255	 2.24647	 5.41152	 0.06339	 0.09563	 0.61972	30.89630	-1348.126501	-1401700.139707	-53573.638631
1937	 1.13137	 1.95259	 1.52202	 6.75105	 1.91235	 2.25335	 5.42048	 0.06358	 0.09593	 0.62162	31.65972	-1348.172036	-1401697.894810	-53525.859135
1938	 1.17854	 1.88420	 1.46913	 6.73850	 1.81125	 2.24916	 5.56000	 0.06347	 0.09575	 0.62047	31.57535	-1348.382532	-1401682.040050	-53299.507846
1939	 1.21910	 1.83290	 1.54402	 6.38641	 1.91348	 2.24049	 5.53856	 0.06656	 0.09538	 0.61807	32.51054	-1348.256380	-1401643.245121	-53386.864706
1940	 1.28179	 1.92848	 1.51968	 6.71577	 2.01529	 2.33223	 5.53780	 0.06655	 0.09536	 0.61799	31.54863	-1348.441088	-1401699.691213	-53258.602882
1941	 1.27886	 1.97259	 1.54728	 6.25561	 1.90899	 2.32689	 5.52513	 0.06640	 0.09515	 0.61658	32.04696	-1348.451887	-1401729.232719	-53277.345709
1942	 1.33306	 1.89985	 1.60709	 6.52787	 1.84048	 2.32405	 5.29272	 0.07195	 0.09503	 0.61582	32.61436	-1348.201076	-1401646.877373	-53445.800961
1943	 1.36765	 1.95978	 1.52099	 6.74273	 1.83472	 2.31678	 5.27615	 0.07173	 0.09473	 0.61389	32.15517	-1348.220759	-1401657.042569	-53436.283945
1944	 1.33926	 2.04084	 1.56852	 6.58994	 1.75955	 2.38954	 5.28701	 0.07187	 0.09493	 0.61516	31.52430	-1348.341126	-1401689.130087	-53348.003785
1945	 1.29842	 2.14523	 1.65217	 6.38965	 1.79657	 2.38190	 5.41855	 0.07164	 0.09462	 0.61319	32.34370	-1348.345759	-1401624.186194	-53278.426888
1946	 1.34432	 2.23736	 1.59673	 6.72747	 1.80013	 2.38662	 5.42930	 0.07642	 0.09481	 0.61441	31.70495	-1348.392709	-1401684.750388	-53292.041327
1947	 1.31505	 2.15120	 1.52899	 7.10386	 1.90657	 2.43309	 5.44685	 0.07667	 0.09512	 0.61639	32.18839	-1348.539274	-1401658.717325	-53119.443186
1948	 1.27202	 2.11997	 1.47405	 6.85503	 1.91259	 2.47506	 5.46406	 0.07691	 0.09542	 0.61834	32.05361	-1348.497540	-1401679.828996	-53182.288526
1949	 1.32227	 2.11586	 1.47119	 6.60461	 2.00683	 2.38294	 5.45347	 0.07676	 0.09523	 0.61714	31.67548	-1348.475245	-1401683.587759	-53208.342277
1950	 1.28449	 2.17505	 1.39321	 6.45430	 2.09619	 2.30688	 5.46881	 0.07698	 0.09550	 0.61888	30.99709	-1348.561853	-1401694.800933	-53132.948082
1951	 1.33501	 2.07722	 1.38935	 6.32744	 2.14256	 2.30049	 5.45365	 0.08083	 0.09524	 0.61716	30.70481	-1348.244929	-1401609.647628	-53364.718508
1952	 1.32630	 2.16259	 1.47238	 6.48565	 2.03888	 2.21678	 5.62103	 0.08071	 0.09509	 0.61624	30.75094	-1348.385142	-1401674.375373	-53289.233157
1953	 1.26943	 2.09277	 1.47469	 6.34166	 2.09904	 2.22026	 5.62983	 0.08083	 0.09524	 0.61720	29.99388	-1348.227766	-1401696.620876	-53468.855095
1954	 1.19381	 2.12245	 1.40002	 6.42987	 2.09230	 2.15275	 5.61177	 0.08057	 0.09494	 0.61522	30.82358	-1348.227340	-1401678.144711	-53450.804345
1955	 1.14417	 2.08218	 1.45937	 6.06733	 2.14906	 2.16055	 5.64310	 0.07361	 0.09528	 0.61745	31.13079	-1348.066118	-1401646.819248	-53580.700802
1956	 1.15046	 2.02340	 1.42338	 5.77507	 2.21526	 2.15456	 5.83034	 0.07340	 0.09502	 0.61574	31.17159	-1348.156842	-1401646.684959	-53489.843038
1957	 1.10349	 1.91791	 1.41853	 5.55991	 2.12664	 2.16082	 5.84728	 0.07362	 0.09529	 0.61753	31.61420	-1348.125456	-1401694.183384	-53568.727417
1958	 1.07108	 2.00503	 1.43404	 5.57955	 2.04736	 2.18437	 5.59678	 0.07388	 0.09563	 0.61971	30.65353	-1347.999368	-1401641.503388	-53642.135522
1959	 1.09497	 1.99575	 1.42741	 5.37539	 2.11253	 2.17426	 5.57088	 0.07354	 0.09519	 0.61684	30.43672	-1348.200364	-1401656.861659	-53456.498078
1960	 1.14922	 2.04412	 1.49755	 5.56988	 2.04259	 2.16781	 5.55434	 0.07332	 0.09490	 0.61501	31.21860	-1347.957126	-1401661.637095	-53704.510919
1961	 1.15302	 2.03595	 1.41849	 5.38081	 1.93862	 2.15913	 5.53212	 0.07302	 0.09453	 0.61255	32.19576	-1348.041042	-1401683.816218	-53642.774608
1962	 1.11405	 2.03933	 1.42085	 5.22399	 1.99174	 2.16273	 5.32265	 0.07315	 0.09468	 0.61357	32.14229	-1348.062848	-1401661.714732	-53598.867157
1963	 1.18558	 2.11215	 1.46571	 5.20940	 2.09159	 2.21396	 5.30778	 0.07294	 0.09442	 0.61185	32.87468	-1347.955824	-1401637.510544	-53681.686840
1964	 1.15834	 2.20157	 1.49680	 5.05889	 2.05130	 2.10354	 5.29928	 0.07282	 0.09427	 0.59872	32.13284	-1347.845583	-1401627.703293	-53782.120387
1965	 1.15484	 2.09369	 1.53921	 4.91941	 2.11189	 2.12242	 5.28329	 0.07261	 0.09398	 0.59691	31.55774	-1347.712844	-1401678.871509	-53966.027329
1966	 1.18898	 2.14556	 1.56007	 4.91337	 1.98839	 2.11982	 5.27681	 0.07252	 0.09387	 0.59618	30.97153	-1347.741682	-1401721.184329	-53979.502514
1967	 1.21886	 2.10552	 1.50677	 4.92449	 2.06925	 2.06392	 5.30398	 0.07289	 0.09435	 0.59925	31.36156	-1347.760957	-1401676.487047	-53915.530315
1968	 1.17104	 2.24879	 1.42019	 4.77077	 2.00887	 2.05725	 5.08468	 0.07265	 0.09405	 0.59731	31.73761	-1347.638299	-1401640.195336	-54001.896085
1969	 1.23498	 2.32731	 1.41825	 4.98019	 1.91246	 2.05444	 5.07774	 0.07255	 0.09392	 0.59650	32.30705	-1347.709154	-1401612.756730	-53903.603101
1970	 1.22420	 2.41910	 1.38661	 5.31710	 1.96066	 2.05312	 5.23645	 0.07251	 0.08815	 0.59611	32.77571	-1347.765402	-1401674.370248	-53908.968102
1971	 1.15639	 2.55349	 1.36552	 5.15006	 1.96371	 2.05632	 5.24461	 0.07262	 0.08829	 0.59704	32.51089	-1347.687979	-1401689.299597	-54001.320733
1972	 1.11437	 2.67136	 1.37013	 5.33334	 2.04120	 2.06327	 5.26232	 0.07287	 0.08859	 0.59906	31.75820	-1347.845672	-1401755.642143	-53909.970621
1973	 1.06509	 2.74118	 1.29630	 5.49132	 2.07850	 2.16961	 5.39610	 0.07252	 0.08816	 0.62509	32.70209	-1348.246282	-1401733.932195	-53487.649987
1974	 1.10996	 2.59881	 1.36640	 5.67178	 2.01382	 2.17833	 5.19042	 0.07281	 0.08851	 0.62760	32.09389	-1347.842648	-1401715.672155	-53873.024278
1975	 1.16934	 2.47332	 1.41166	 5.87786	 2.17108	 2.18466	 5.20551	 0.07065	 0.08877	 0.62943	32.73676	-1347.939399	-1401725.583080	-53786.183828
1976	 1.20023	 2.55901	 1.36289	 6.09696	 2.21685	 2.19162	 5.22208	 0.07654	 0.08905	 0.63143	33.35943	-1348.005425	-1401712.200158	-53706.775605
1977	 1.25270	 2.56194	 1.43249	 6.10393	 2.12433	 2.27985	 5.22806	 0.07663	 0.08916	 0.63215	33.65483	-1348.116895	-1401730.394120	-53613.499195
1978	 1.23081	 2.70779	 1.38580	 5.92262	 2.02432	 2.28361	 5.23668	 0.07676	 0.08930	 0.63319	33.29307	-1348.171587	-1401706.721373	-53535.134776
1979	 1.25847	 2.81807	 1.45529	 5.74988	 2.13910	 2.34177	 5.22524	 0.07659	 0.08911	 0.63181	32.45326	-1348.111014	-1401666.524670	-53555.511168
1980	 1.33416	 2.91134	 1.53436	 5.47284	 2.14380	 2.34692	 5.44728	 0.07676	 0.08930	 0.63320	33.21432	-1348.202015	-1401622.661200	-53420.645750
1981	 1.39289	 2.80371	 1.47031	 5.65007	 2.13512	 2.33741	 5.42521	 0.07645	 0.08894	 0.63063	32.75562	-1348.236394	-1401664.597111	-53428.203582
1982	 1.38894	 2.79576	 1.46614	 5.78827	 2.04391	 2.33078	 5.19343	 0.07623	 0.08869	 0.62884	32.20912	-1348.295052	-1401686.265016	-53391.213087
1983	 1.38457	 2.90309	 1.55644	 5.77006	 1.95304	 2.32345	 5.17709	 0.07599	 0.08841	 0.62687	32.77888	-1348.186847	-1401696.382123	-53509.534790
1984	 1.39706	 2.81481	 1.48265	 5.87422	 1.95304	 2.32345	 5.17709	 0.07599	 0.09134	 0.62687	32.00102	-1348.096603	-1401691.351900	-53594.748728
1985	 1.44089	 2.77058	 1.43159	 6.20868	 1.90292	 2.31937	 5.16800	 0.07586	 0.09118	 0.62577	31.05355	-1348.290048	-1401686.292297	-53396.244003
1986	 1.49377	 2.63686	 1.50362	 6.08872	 1.96637	 2.32761	 5.18636	 0.07613	 0.09151	 0.62799	30.29594	-1348.366093	-1401695.180544	-53329.087875
1987	 1.41925	 2.71873	 1.44400	 6.07171	 2.00676	 2.32111	 5.17188	 0.07591	 0.09125	 0.62623	31.12025	-1348.246858	-1401733.955324	-53487.097120
1988	 1.42144	 2.84791	 1.41736	 6.08109	 2.11632	 2.32469	 5.05730	 0.07603	 0.09793	 0.62720	30.49596	-1348.264106	-1401694.564807	-53430.458998
1989	 1.44990	 2.70673	 1.37532	 6.17022	 2.21786	 2.31423	 5.03455	 0.07569	 0.09749	 0.62438	30.17398	-1348.165857	-1401679.839478	-53513.982695
1990	 1.52452	 2.57131	 1.35066	 6.18478	 2.34135	 2.31970	 5.19340	 0.07587	 0.09772	 0.62585	31.17205	-1348.121733	-1401720.159831	-53598.426582
1991	 1.46089	 2.67781	 1.41884	 6.20104	 2.34751	 2.24676	 5.20704	 0.07607	 0.09798	 0.62750	30.52645	-1348.270280	-1401751.636757	-53481.356742
1992	 1.54230	 2.60320	 1.49797	 6.22774	 2.24826	 2.25643	 5.42624	 0.07640	 0.09840	 0.63020	30.71172	-1348.252848	-1401709.370036	-53456.521898
1993	 1.46923	 2.46608	 1.56160	 6.03062	 2.31597	 2.12759	 5.49579	 0.07617	 0.09811	 0.62837	30.80118	-1348.239230	-1401698.147706	-53458.917237
1994	 1.53079	 2.33014	 1.61822	 6.01668	 2.40957	 2.12267	 5.48308	 0.07600	 0.09789	 0.62692	30.25441	-1348.064789	-1401656.299815	-53591.510998
1995	 1.53618	 2.23157	 1.70193	 5.88628	 2.32823	 2.13014	 5.50237	 0.07626	 0.09823	 0.62912	30.66370	-1348.191757	-1401674.417387	-53482.660293
1996	 1.54018	 2.17224	 1.64574	 5.81028	 2.44593	 2.13569	 5.75001	 0.07646	 0.09849	 0.63076	30.09779	-1348.158771	-1401643.100512	-53484.329733
1997	 1.57318	 2.07511	 1.73672	 5.79945	 2.51640	 2.13171	 5.73929	 0.07679	 0.09830	 0.62959	29.58084	-1348.064377	-1401650.290330	-53585.913828
1998	 1.50521	 2.12578	 1.66842	 5.41629	 2.57690	 2.13966	 5.76070	 0.07708	 0.09867	 0.63194	28.79750	-1348.257030	-1401626.727419	-53369.697376
1999	 1.43501	 2.18531	 1.66157	 5.17816	 2.68980	 2.13087	 5.44775	 0.07676	 0.09827	 0.62934	29.74563	-1348.106041	-1401678.728862	-53572.687793
2000	 1.39017	 2.26813	 1.72454	 5.43261	 2.79613	 2.13683	 5.46298	 0.07698	 0.09854	 0.63110	30.09044	-1348.189194	-1401680.325488	-53491.131288
2001	 1.34423	 2.14172	 1.72297	 5.42765	 2.94963	 2.13488	 5.45800	 0.07690	 0.09845	 0.63052	29.48995	-1348.114817	-1401734.942806	-53620.125837
2002	 1.26417	 2.03125	 1.67048	 5.24594	 3.04639	 2.12613	 5.18184	 0.07659	 0.09805	 0.62794	30.38462	-1348.035949	-1401767.564854	-53731.615905
2003	 1.21550	 2.07612	 1.67392	 5.38788	 2.90359	 2.13051	 5.32149	 0.07675	 0.09825	 0.62923	29.83144	-1348.020510	-1401759.204357	-53738.694199
2004	 1.19279	 2.17650	 1.71199	 5.18742	 2.80000	 2.12409	 5.30547	 0.07652	 0.09795	 0.62734	30.56764	-1347.958924	-1401715.654549	-53756.731021
2005	 1.23708	 2.25262	 1.63027	 5.42911	 2.66913	 2.11735	 5.09738	 0.07627	 0.09764	 0.62535	30.27147	-1347.912144	-1401736.813731	-53824.669353
2006	 1.19891	 2.24939	 1.54544	 5.15045	 2.55907	 2.11432	 5.15374	 0.07616	 0.09750	 0.62445	30.72788	-1347.644876	-1401709.611456	-54064.735056
2007	 1.23873	 2.32171	 1.49472	 5.16128	 2.48796	 2.11877	 5.16458	 0.07632	 0.09771	 0.62576	30.93141	-1347.808562	-1401732.900831	-53924.338735
2008	 1.18887	 2.31633	 1.55062	 5.14932	 2.48219	 2.11385	 5.29678	 0.07615	 0.09748	 0.62431	30.66858	-1347.887123	-1401696.639433	-53809.516864
2009	 1.23955	 2.32186	 1.63246	 5.02773	 2.47738	 2.11890	 5.30943	 0.07633	 0.09771	 0.62580	29.77341	-1347.961689	-1401639.109153	-53677.419669
2010	 1.21421	 2.33157	 1.73291	 4.88669	 2.62796	 2.16590	 5.33163	 0.07665	 0.09812	 0.62842	30.37989	-1348.017772	-1401666.526123	-53648.754442
2011	 1.30100	 2.28177	 1.80437	 5.03500	 2.53128	 2.16590	 5.33163	 0.07665	 0.09812	 0.62842	31.02324	-1347.988911	-1401676.580530	-53687.669777
2012	 1.29730	 2.16488	 1.71568	 5.02068	 2.39828	 2.09355	 5.23637	 0.07643	 0.09784	 0.62663	30.49549	-1347.831541	-1401687.072834	-53855.531885
2013	 1.35312	 2.10933	 1.74883	 5.16348	 2.27460	 2.08921	 5.22550	 0.07627	 0.09764	 0.62533	30.16634	-1347.835108	-1401701.219512	-53866.111313
2014	 1.30244	 2.21866	 1.68548	 5.14125	 2.26481	 2.14886	 5.20300	 0.07594	 0.09722	 0.62264	30.01854	-1347.900389	-1401691.389171	-53791.000332
2015	 1.34561	 2.29537	 1.57932	 5.12405	 2.31854	 2.09967	 5.18560	 0.07569	 0.09689	 0.62056	30.56500	-1347.917752	-1401665.946389	-53748.194863
2016	 1.28663	 2.35595	 1.57546	 5.28160	 2.19303	 2.09455	 5.17293	 0.07550	 0.09666	 0.61904	30.35718	-1347.850692	-1401683.685587	-53832.993092
2017	 1.28466	 2.41379	 1.61644	 5.09654	 2.27752	 2.16591	 5.05974	 0.07539	 0.09651	 0.61809	29.85465	-1347.738875	-1401652.134070	-53913.258582
2018	 1.31500	 2.46709	 1.61070	 4.96473	 2.34834	 2.15822	 5.04179	 0.07512	 0.09617	 0.61590	29.64281	-1347.757177	-1401622.972359	-53865.795513
2019	 1.37131	 2.60485	 1.55185	 4.85249	 2.35516	 2.24489	 5.19711	 0.07534	 0.09645	 0.62307	28.76372	-1348.056433	-1401679.538279	-53623.105454
2020	 1.40108	 2.55176	 1.59834	 4.97827	 2.29840	 2.20042	 5.21362	 0.07558	 0.09675	 0.62505	28.67265	-1348.046519	-1401644.105346	-53597.585982
2021	 1.39876	 2.45773	 1.55267	 4.81931	 2.20910	 2.19677	 5.20498	 0.07545	 0.09659	 0.62402	28.12650	-1348.249291	-1401668.478511	-53419.187811
2022	 1.34046	 2.33551	 1.48387	 4.95604	 2.25852	 2.30956	 5.18356	 0.07514	 0.09620	 0.62145	27.93843	-1348.137468	-1401726.441301	-53588.973605
2023	 1.33807	 2.23494	 1.53881	 4.94721	 2.35679	 2.30544	 5.17432	 0.07501	 0.09602	 0.62034	27.84803	-1348.332340	-1401725.654088	-53393.313733
2024	 1.33518	 2.29889	 1.57712	 4.93651	 2.30839	 2.30046	 5.16313	 0.07485	 0.09582	 0.61900	27.53694	-1348.494882	-1401742.718266	-53247.836439
2025	 1.38321	 2.30459	 1.57525	 4.86152	 2.20184	 2.38311	 5.17592	 0.07503	 0.09605	 0.63311	27.77318	-1348.365656	-1401696.054945	-53330.399274
2026	 1.33853	 2.19242	 1.63594	 5.15760	 2.12131	 2.34783	 5.19575	 0.07532	 0.09642	 0.63554	27.28006	-1348.394561	-1401727.361916	-53332.801392
2027	 1.27791	 2.11925	 1.69934	 4.99399	 2.06100	 2.35131	 5.20345	 0.07543	 0.09656	 0.63547	26.62805	-1348.269045	-1401723.340693	-53454.296054
2028	 1.32471	 2.19327	 1.65343	 5.24032	 2.00912	 2.35715	 5.21637	 0.07562	 0.09680	 0.63704	26.95370	-1348.299360	-1401646.649749	-53347.290020
2029	 1.27256	 2.10927	 1.70922	 5.21422	 2.09461	 2.34541	 5.19038	 0.07524	 0.09632	 0.63387	26.49135	-1348.321994	-1401675.040365	-53353.046011
2030	 1.25840	 2.04969	 1.79950	 5.34552	 2.16547	 2.35233	 5.13928	 0.07546	 0.09661	 0.63574	27.07400	-1348.320072	-1401694.651443	-53374.579336
2031	 1.25479	 1.96843	 1.83174	 5.33020	 2.09874	 2.39871	 5.12455	 0.07525	 0.09633	 0.63392	26.74788	-1348.313389	-1401678.552125	-53365.162686
2032	 1.31284	 2.06640	 1.90459	 5.18598	 2.15465	 2.38913	 5.10407	 0.07495	 0.09594	 0.63139	26.34788	-1348.182882	-1401638.760595	-53455.878939
2033	 1.28051	 2.15814	 1.91049	 4.98571	 2.07386	 2.30461	 5.11988	 0.07518	 0.09624	 0.63334	25.80013	-1348.245097	-1401686.139988	-53441.042799
2034	 1.35355	 2.06445	 2.00993	 4.85153	 2.13737	 2.31187	 5.13602	 0.07542	 0.09655	 0.63534	25.24302	-1348.078234	-1401654.869583	-53576.635773
2035	 1.33076	 2.15765	 1.98651	 4.87842	 2.26843	 2.25813	 5.16448	 0.07583	 0.09708	 0.63886	24.68041	-1348.275256	-1401690.191718	-53414.935577
2036	 1.33046	 2.07808	 1.98605	 5.03730	 2.19554	 2.25761	 5.16329	 0.07582	 0.09706	 0.63871	25.18761	-1348.128944	-1401694.008111	-53565.064118
2037	 1.36708	 2.03429	 1.87612	 5.23912	 2.18873	 2.38589	 5.14727	 0.07558	 0.09676	 0.63673	25.86624	-1348.094473	-1401676.028572	-53581.555735
2038	 1.30736	 1.94089	 1.87612	 5.23912	 2.26224	 2.30649	 5.14727	 0.07558	 0.09676	 0.63673	26.17347	-1348.113287	-1401638.181739	-53524.895067
2039	 1.36562	 2.02746	 1.83290	 5.25261	 2.18606	 2.31243	 5.16052	 0.08332	 0.09701	 0.63837	25.76622	-1348.142113	-1401641.956449	-53499.843012
2040	 1.35528	 1.95779	 1.83589	 5.03901	 2.25192	 2.31620	 5.16893	 0.08346	 0.09716	 0.63941	25.11079	-1348.313841	-1401674.966572	-53361.125658
2041	 1.30482	 1.89310	 1.92295	 5.17097	 2.32906	 2.32209	 5.18208	 0.08367	 0.09741	 0.62034	24.53382	-1348.026588	-1401672.549525	-53645.961079
2042	 1.26430	 1.97629	 2.02547	 5.30404	 2.33432	 2.32733	 5.19378	 0.08386	 0.09763	 0.62174	24.97770	-1348.096597	-1401652.223241	-53555.626269
2043	 1.32599	 1.88746	 1.94693	 5.55919	 2.39173	 2.32035	 5.15785	 0.08361	 0.09734	 0.61987	25.55073	-1348.327411	-1401694.943892	-53367.533074
